Year,Order,Level,Award,Name,Citation,County
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Paul Anthony LEWIS ,"Emeritus Professor of Midwifery, Bournemouth University and Chair of the Executive Trustee Board, ALSO UK.  For services to Mothers, Midwives and Maternity Services.",Dorset
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Eileen Teresa LINDSAY ,"Founder, Lindsay Leg Club.  For services to Nursing.",Suffolk
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Margaret LOCKWOOD-CROFT ,"Chair, Marchioness Action Group.  For services to River Safety.",Hampshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Susan Margaret LOMAS DL,For services to Young People through Girlguiding.,Cheshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Judith Ann LOWE ,"Deputy Chair, Construction Industry Training Board. For services to the Construction Industry, particularly Women in Construction.",Warwickshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Hong LU ,For services to the Chinese community in the UK and Community Relations between the UK and China.,East Sussex
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Clare Therese LUKEHURST ,For services to the Anaerobic Digestion Industry.,Kent
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Anita MACDONALD ,"Consultant Paediatric Dietitian, Birmingham ChildrenÕs Hospital NHS Foundation Trust.  For services to Dietetics.",West Midlands
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Averil Mary MACDONALD ,"Professort Emerita, University of Reading. For services to Women in Science and Public Engagement with Science.",Hampshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Deirdre (Dids) MACDONALD ,"Co-Founder and CEO, ACID (Anti Copying in Design). For services to the Design Industry.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Ronald MACDONALD ,"Adam Smith Chair of Political Economy, University of Glasgow.  For services to Economic Policy.",Inverness-shire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Conall Gerald MACLYNN ,"Lately President, Appeals Tribunals Northern Ireland.  For services to Independent Tribunals in Northern Ireland.",Down
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Geoffrey Keggen MADDRELL ,"For services to Business, Industry and to charity.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Gareth MADGE ,"Lately Director of Legal Services, South Wales Police. For services to Policing.",Swansea
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Angela Mary MAIN THOMPSON ,"Lately Lawyer, Solicitors' Office, HM Revenue and Customs. For services to Legal Work and Taxpayers.",Isle of Man
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Roderick Neil MALONE ,Ministry of Defence. For services to Defence Acquisition.,Bristol
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Thomas MANNION ,"Headteacher, St Aloysius College, Islington.  For services to Education.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Lesley Ann MANVILLE ,Actress. For services to Drama.,London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Roger MARSH ,"Chair, Leeds City Region Local Enterprise Partnership.   For services to Business and the Economy.",West Yorkshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Jonathan MARSHALL ,"General Practitioner, Buckinghamshire.  For services to General Practice.",Buckinghamshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Timothy Fraser MARSHALL ,"Producer, Royal British Legion Festival of Remembrance.  For services to Service and ex-Service Personnel.",Buckinghamshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Nicholas MATTHEW ,Squash Player. For services to Squash.,South Yorkshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Fay MAXTED ,"Chief Executive Officer, The Survivors' Trust. For services to Victims of Rape and Sexual Violence.",Warwickshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Ann Lindsay MAXWELL ,"Founder, Muir Maxwell Trust. For charitable services to the Treatment and Care of Epilepsy in Children.",East Lothian
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Prof Em Roy Robert Alexander MCCONKEY ,For services to people with Intellectual and Developmental Disabilities.,Antrim
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew MCCONNELL ,"For services to Accounting and the community in Huddersfield, West Yorkshire.",West Yorkshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Linda Ann Cross MCDONALD ,"Founder, Malawi Underprivileged Mothers.  For voluntary service to Healthcare in Malawi.",Edinburgh
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr James MCGILLY ,Ministry of Defence. For services to Defence.,Wiltshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Carol Susanne MCGOWAN ,"Clinical Psychologist, Ministry of Defence.  For services to Armed Forces Personnel.",Hampshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Mark MCLEAN ,"Chief Executive, Fold Housing Association Limited. For services to Housing and the community in Northern Ireland.",Down
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Councillor James MCMAHON ,"Leader, Oldham Council. For services to the community in Oldham.",Greater Manchester
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Lynne Christine MCNICOLL ,"Chair, It's Good 2 Give. For services to Children's Cancer Charities in Scotland.",Edinburgh
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Peter Joseph MCPARTLAND ,"Headteacher, Trinity Special School, London Borough of Barking and Dagenham.  For services to Special Educational Needs.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Vincent Samuel MIDDLETON ,"Chair and Managing Director, Newburgh Engineering Ltd.  For services to Advanced Manufacturing Skills Training.",Derbyshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Peter John MILLICAN ,"Chief Executive and Founder, Kings Place. For services to the Arts.",Northumberland
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Helen Louise MILNER ,"Chief Executive, Tinder Foundation.  For services to Digital Inclusion.",South Yorkshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Steven William MOFFAT ,Television Writer. For services to Drama.,London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard Ian MORGAN ,"Deputy Chairman, Wellglade Group. For services to Public Transport and the community in the East Midlands.",Staffordshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Roslyn Louise MORPETH ,"Chief Executive, National Extension College.  For services to Further Education.",Cambridgeshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Emer Marie MURNAGHAN ,"Head of Business Improvement, Graham Construction. For services to the Civil Engineering Profession and Further Education in Northern Ireland.",Tyrone
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr James Nicholas MURRAY WELLS ,For services to Business.,London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Linda Ann NEWSON FBA,"Director, Institute of Latin American Studies, University of London. For services to Latin American Studies.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Gillian May NICHOLLS ,"Deputy Vice-Chancellor, Academic Affairs, University of Surrey. For services to Higher Education.",Kent
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor James Robert NIXON ,For services to Healthcare and to the community in Northern Ireland.,Down
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John (Mark) NODDER ,"Chairman and CEO, Wrights Group. For services to the Economy in Northern Ireland.",Down
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Matthew O'CALLAGHAN ,"Chairman, Melton Mowbray Pork Pie Association. For services to the Food Industry and Small Businesses in Leicestershire.",Leicestershire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Dayo OLUKOSHI ,"Principal, Brampton Manor Academy, East Ham, London. For services to Education.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Councillor Teresa Ann Jude O'NEILL ,"Leader, Bexley Borough Council and Vice Chair and Conservative Group Leader, London Councils. For services to the community and Local Government in London.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Louise O'SULLIVAN ,Ministry of Defence.  For services to Defence.,London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor David Charles PARKER FBA FSA,"Edward Cadbury Professor of Theology, University of Birmingham. For services to Higher Education.",Herefordshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Gillian Marie PARKIN ,"Co-Founder and Managing Director, GGR Group Ltd. For services to Construction.",Buckinghamshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Atul PATHAK ,"Managing Director, Appt Corporation Ltd.  For services to Entrepreneurship.",Buckinghamshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Adrian Philip PENFOLD ,"Head of Planning, British Land and Author, Penfold Review. For services to the Property Industry and public service to Planning.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor John Robert PEPPER ,"Professor of Cardiothoracic, Royal Brompton and Harefield NHS Trust, London.  For services to Heart and Lung Surgery.",Hertfordshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Lady Sarah Anne PIGOT ,For services to the community in the Isle of Wight.,Isle of Wight
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Susan Marguerite PIOTROWSKI ,"Lately Pro Vice-Chancellor (Academic) and Emeritus Professor, Canterbury Christ Church University. For services to Higher Education.",Kent
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Helen PITCHER ,"Chairman, Advanced Boardroom Excellence. For services to Business.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Judith Susan PORTRAIT ,For charitable services.,Cambridgeshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Mary Teresa RAINEY ,For services to Advertising.,London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Margaret RANDLES ,"Co-founder and Director, Busy Bees Group.  For services to Children and Families.",Staffordshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Ian Robert READHEAD QPM,"Director of Information, Association of Chief Police Officers and CEO, ACRO Criminal Records Office.  For services to Policing and Public Protection.",Hampshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Edward John David REDMAYNE ,Actor. For services to Drama.,London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Aldham Edward ROBARTS DL,"Benefactor, Liverpool John Moores University. For services to Higher Education and to the City of Liverpool.",Denbighshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Elizabeth Jane ROBB JP,"Chief Executive, Florence Nightingale Foundation. For services to Nursing and Midwifery.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Susan ROBB ,"National Head of Early Years, 4Children. For services to Children and Families.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Graham John ROBESON ,"Eastern Treasurer, Conservative Party. For voluntary political service.",Norfolk
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Carol Anne ROSATI ,"Founder, Inspire and Aspire and Director, Harvey Nash. For services to Women in Business.",Somerset
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Andrew Cameron SALVESEN DL,For services to Entrepreneurship and philanthropic service to the community in Scotland.,Aberdeenshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Hope SANDERSON ,"Director, Cairnhill Structures Ltd.  For services to Business and voluntary service in Lanarkshire.",Lanarkshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Angela Mary SCRUTTON ,"Head of Drugs Legislation, Home Office. For services to Public Protection through Drugs Control.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Nicholas John Elliot SEALY ,For services to charity and to the community in Surrey.,Surrey
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Elizabeth SEERS ,"Headteacher, Heaton School, Stockport.  For services to Children with Special Educational Needs and Disabilities.",Greater Manchester
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Mark SELLENS ,"Headteacher, Thomas Jones Primary School, Royal Borough of Kensington and Chelsea. For services to Education.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert Mark Greenhill SEMPLE ,"President, National Conservative Convention. For political service.",West Yorkshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Thomas John SHARPE ,For political service.,London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Patrick Michael SHEPHERD ,For services to Business and to Charity in York.,North Yorkshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Fiona Marion SIM ,"Adviser, NHS England and Chair, Royal Society for Public Health.  For services to Public Health.",Hertfordshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Alan SIMPSON DL,"Chair of Court, University of Stirling.  For services to Education.",Stirling and Falkirk
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Lady Elise Becket SMITH ,For services to Music.,Oxfordshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael Jarvis SMITH ,"Chief Executive, Gen 2 Training Ltd.  For services to Skills Training and voluntary service to the community in Cumbria.",Cumbria
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Richard Brian Ashley STONES ,"For services to Policing and the Business community, particularly in the East Midlands.",Derbyshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Jayne Louise STOREY ,"Benefits and Credits,  Washington, Tyne and Wear, HM Revenue and Customs. For services to Child Benefit Recipients.",Tyne and Wear
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Charles SURPLUS ,"Director, B9 Energy Group. For services to Renewable Energy, particularly in Northern Ireland.",Antrim
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr William John Gallienne SWAINSON ,"Senior Commissioning Editor, Bloomsbury. For services to Literary Translation.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Miss Angharad Andrea THOMAS ,"Head, Drugs Licensing and Compliance Unit, Home Office.  For services to the UK Pharmaceutical Industry and the Control of Drugs.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael Christopher THORNTON ,"Director, Scotland, Energy Saving Trust and Chair, Scottish Power Foundation.   For services to Economic Growth and the Environment.",East Lothian
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Kathyrn Derran TICKELL ,For services to Folk Music.,Northumberland
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Professor Brian John TIGHE ,"Professor of Chemical Engineering, Aston University.  For services to Research in Biomedical Polymers.",West Midlands
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr James Roger TITCOMBE ,"National Adviser on Safety, Care Quality Commission. For services to Patient Safety.",Cumbria
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Jacob Anthony TOMPKINS ,"Managing Director, Waterwise. For services to Water Efficiency.",Surrey
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Jane VASS ,"Head of Public Policy, Age UK.  For services to Financial Services Consumers.",Buckinghamshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Stephen John WADEY ,"Lately Managing Director, MBDA UK.  For services to the UK Defence Sector.",Bristol
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Glyndwr WALL ,"Director of Communications, Policy and Strategic Support, Department for Social Development, Northern Ireland Executive. For public service, particularly to Communities.",Antrim
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Andrew WALLIS ,"Founder and Chief Executive Officer, Unseen. For services to the Eradication of Human Trafficking and Modern Slavery.",Bristol
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Ms Lynn WALLIS ,"Artistic Director, The Royal Academy of Dance. For services to Dance.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Simon Philip Zbigniew WALLIS ,"Director, The Hepworth Wakefield.  For services to Art.",West Yorkshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Margaret Anne WALPOLE ,"Lately Headteacher, Paddock School, Wandsworth. For services to Children with Special Educational Needs and Disabilities.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Brian Martin WALSH ,"Executive Director of People, Coventry City Council.  For services to Social Care.",Derbyshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Loraine Rosalie WARREN ,For charitable services to Women and Children in Israel.,London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David Alexander WARRILOW ,"Deputy Director of Science and Innovation and Head of Science, Department of Energy and Climate Change.  For services to Science.",Berkshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Howard WAY ,"Detective Inspector, Metropolitan Police Service. For services to Disaster Victim Identification.",London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Paul WEILAND ,For services to Advertising and the Creative Industries.,London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Steven WELLON ,Ministry of Defence.  For services to Defence.,London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John Mcwilliam WELSH ,For public service in Ayrshire.,Ayrshire and Arran
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr David William Courtenay WHELTON ,"Managing Director, Philharmonia Orchestra. For services to Music.",Surrey
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Claire Lois WHITAKER ,"Director, Serious. For services to Jazz.",Dorset
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Michael Keith WILLIAMS ,Lately HM Principal Inspector of Health and Safety. For services to Health and Safety in Construction.,London
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Roger Mark WITCOMB ,"Lately Chairman, Competition Commission and  Chair of Reporting Panel, Competition and Markets Authority.  For services to the Competition and Consumer Regime.",Hampshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Howard Lindsay WOOD ,"Chairman, Community of Arran Seabed Trust. For services to the Marine Environment.",Ayrshire and Arran
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr John WOODWARD ,"Chief Executive Officer, Busy Bees Group. For services to Early Years Education.",Staffordshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mrs Victoria Mary Petra WRIGHT ,"Trustee, Royal National Lifeboat Institution. For services to Maritime Safety.",Buckinghamshire
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Dr Timothy David WYATT ,For services to the Advancement of Healthcare Science and the community in Northern Ireland.,Down
2015,Officers of the Order of the British Empire,OBE,Officer of the Order of the British Empire,Mr Robert YOUNG ,For services to the community in County Durham.,Durham
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Parkash AHLUWALIA ,For services to the community in Derby.,Derbyshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sally AITCHISON ,"Managing Director, Cash for Kids.  For services to Radio and charitable fundraising.",Durham
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Rimla AKHTAR ,"Chair, Muslim WomenÕs Sport Foundation. For services to Equality and Diversity in Sport.",London
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Leslie Henry ALDEN ,"For services to the community in Southwark, London.",West Sussex
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Raymond ALDOUS ,For services to Young People and Scouting in Bedfordshire.,Bedfordshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Anthony Ronald ALLEN ,For services to the community in Walsall.,Staffordshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Duncan ANDERSON ,"Lecturer, Ministry of Defence.  For services in support of Military Operations.",Oxfordshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Kenneth ARCH ,For services to the community in Shropshire particularly Bridgnorth.,Shropshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Michaelina ARGY ,"Campaigner and Member, National Advisory Council, Thalidomide Trust.  For services to Thalidomide Survivors.",East Sussex
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Paul Anthony ARNILL ,"For services to Cambridgeshire Search and Rescue and to the community in Tilney, Norfolk.",Cambridgeshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr David Godfrey ARNOLD ,For services to Community Interfaith and Relations in Manchester.,Greater Manchester
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Katharine ARNOLD-FORSTER ,"Head of Museums and Special Collections and Director, Museum of English Rural Life, University of Reading.  For services to University Museums.",Oxfordshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sally Elizabeth ASH ,"Lately Head of Boating, Canal and River Trust.  For services to British Inland Waterways.",Buckinghamshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Dr Louis John Frederick ASHDOWN-HILL ,Historian.  For services to Historical Research and the Exhumation and Indentification of Richard III.,Essex
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Keith Richard Vincent ASMAN ,"Operational Head, South East Counter Terrorism Unit Scientific Services.  For services to Policing.",Devon
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Carol Ann ATKINSON ,For services to the community in Bolton.,Greater Manchester
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Bryan Robert AVERY ,Architect.  For services to Architecture.,London
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Aliya Jafri AZAM ,"For voluntary and charitable services to Community Cohesion, particularly through the Al Khoei Foundation.",London
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Jean BALL ,"For services to the community in Stanbridge, Bedfordshire.",Bedfordshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Margaret Ellen BALL ,"Area Manager Germany, CofE Soldiers', Sailors' and Airmen's Clubs.  For services to Armed Forces Personnel.",Germany
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Veronica Hall BALLARD ,"For services to the community in Horley, Surrey.",Surrey
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr John William BAMBER ,"Tournament Committee Chairman, Royal Portrush Golf Club.  For services to Tourism in Northern Ireland.",Down
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire, Irene Agnes BANNON ,For services to Tenant and Resident Rights.,London
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Irene BARKBY ,"Director of Strategy and Planning, NHS Lanarkshire.  For services to Healthcare.",Lanarkshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Raymond BARKER ,"Chairman of Governors, Honilands Primary School, Enfield and Director, British Education Supplies Association.  For services to Education.",London
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Keith BARLEY ,"Founder and Head Conservator, Barley Studio.  For services to Cultural Restoration and Conservation.",North Yorkshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Hugh Barry BARR ,"Vice-President, Northern Ireland Ploughing Association.  For services to Ploughing.",Londonderry
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Alan Charles BARTLETT ,Swimming Volunteer. For services to Swimming.,Warwickshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Henry Gerald Antony BATES ,"President, Dorset Wildlife Trust.  For services to Wildlife and Conservation in Dorset.",Dorset
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs (Elizabeth) June BAXTER ,"Lately Vice-President, National Trust For Scotland.  For services to Heritage and the community in Fife.",Fife
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Keith BAYLEY ,"For services to the voluntary and community sector in Hartlepool, Durham.",North Yorkshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Stephen John BEARD ,For services to the community in Lincoln.,Lincolnshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Alderman John Robert BEGGS ,"Councillor, Larne Borough Council. For services to Local Government.",Antrim
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Ms Patricia Ann BELL ,"Lately Regional Manager, Immigration and Enforcement, Home Office.  For services to Border Safety.",Norfolk
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Sharon BELL ,"Broadwater ChildrenÕs Centre Manager, Stevenage. For services to Children and Families.",Hertfordshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Alice Jane BENNETT ,"Principal, Madresfield Early Years Centre, Worcestershire.  For services to Early Years Education.",Worcestershire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Matthew BENNETT ,"For services to the community in Westminster, London.",London
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Nicola Jane Charlotte BENNETT-REES ,"Clinical Nurse Specialist, Great Ormond Street Hospital for Children NHS Foundation Trust. For services to Nursing.",Hertfordshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Iris Elizabeth BENSON ,"Expert by Experience, Mersey Care NHS Trust.  For services to Mental Health.",Merseyside
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Susan BENTLEY ,"For services to charity and to the community in Runcorn, Cheshire.",Cheshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Councillor Judi BILLING ,"Councillor, North Hertfordshire District Council.  For services to Local Government.",Hertfordshire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mr Michael David BLACK ,"Chief Financial Officer, Aepona Ltd.  For services to the Northern Ireland ICT Industry.",Antrim
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Susan Dorothy BLACK ,"Senior Lecturer, University of Ulster. For services to Cross-Community Relations and Education in Northern Ireland.",Londonderry
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Mrs Deborah Jane BLISS ,Hand Knitting Designer.  For services to Hand Knitting and the Craft Industry.,London
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Professor Michael BOCHMANN ,For services to Music.,Gloucestershire
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Lynn Edwina BOLEYN ,"For services to the community in Wall Heath, West Midlands.",West Midlands
2015,Members of the Order of the British Empire,MBE,Member of the Order of the British Empire,Miss Hilary Catherine Isolda BOLITHO ,"For services to the community in Broadway, Somerset.",Somerset
